durationstep,LongKey,vowel,SpecificOrigCoda,OrigCoda,trial,response,Longresps,responsetime,participant,order
4,left,i,d,voiced,22,left,1,0.813677073,116,uai
9,left,i,d,voiced,23,left,1,2.958897114,116,uai
1,left,i,d,voiced,25,right,0,1.368368864,116,uai
10,left,i,d,voiced,30,left,1,0.881348133,116,uai
3,left,i,g,voiced,31,right,0,1.08446908,116,uai
7,left,i,d,voiced,35,left,1,1.422332048,116,uai
5,left,i,g,voiced,0,left,1,6.889198065,117,iau
7,left,i,g,voiced,2,left,1,1.266820908,117,iau
1,left,i,g,voiced,3,right,0,1.15198493,117,iau
2,left,i,d,voiced,4,right,0,1.472844839,117,iau
8,left,i,g,voiced,5,left,1,1.354701996,117,iau
2,left,i,g,voiced,6,right,0,1.049831867,117,iau
6,left,i,d,voiced,14,right,0,1.927572012,117,iau
5,left,i,d,voiced,16,right,0,1.456204176,117,iau
4,left,i,g,voiced,18,right,0,1.084537029,117,iau
7,left,i,d,voiced,20,left,1,2.232877016,117,iau
9,left,i,g,voiced,21,left,1,1.0170331,117,iau
9,left,i,d,voiced,22,left,1,1.28612709,117,iau
1,left,i,d,voiced,24,right,0,3.497538805,117,iau
10,left,i,g,voiced,26,left,1,1.621624947,117,iau
8,left,i,d,voiced,30,right,0,1.488873005,117,iau
3,left,i,g,voiced,32,right,0,1.321131945,117,iau
6,left,i,g,voiced,33,right,0,4.409339905,117,iau
3,left,i,d,voiced,36,right,0,1.100990057,117,iau
4,left,i,d,voiced,37,right,0,2.030002117,117,iau
10,left,i,d,voiced,38,right,0,1.588090897,117,iau
6,left,a,d,voiced,0,right,0,2.533378124,117,iau
8,left,a,g,voiced,1,right,0,1.47160697,117,iau
10,left,a,g,voiced,4,right,0,1.168113947,117,iau
4,left,a,g,voiced,6,right,0,1.201913834,117,iau
9,left,a,g,voiced,8,right,0,1.219084024,117,iau
2,left,a,g,voiced,9,right,0,1.067999125,117,iau
8,left,a,d,voiced,11,right,0,1.486522913,117,iau
7,left,a,d,voiced,12,right,0,1.134524107,117,iau
5,left,a,d,voiced,13,right,0,0.878906012,117,iau
3,left,a,g,voiced,14,right,0,1.084687948,117,iau
1,left,a,d,voiced,18,right,0,1.131988049,117,iau
1,left,a,g,voiced,23,right,0,0.898901939,117,iau
2,left,a,d,voiced,24,right,0,0.932722092,117,iau
6,left,a,g,voiced,26,left,1,1.435635805,117,iau
3,left,a,d,voiced,27,left,1,6.115455866,117,iau
9,left,a,d,voiced,30,left,1,1.860986948,117,iau
4,left,a,d,voiced,31,right,0,1.135557175,117,iau
5,left,a,g,voiced,32,left,1,1.47298193,117,iau
7,left,a,g,voiced,34,left,1,1.759322882,117,iau
10,left,a,d,voiced,38,left,1,1.084597111,117,iau
8,left,u,d,voiced,0,right,0,2.282280922,117,iau
8,left,u,g,voiced,2,right,0,1.016765118,117,iau
2,left,u,d,voiced,4,right,0,0.949584007,117,iau
3,left,u,g,voiced,5,right,0,1.016144991,117,iau
2,left,u,g,voiced,6,right,0,0.898208141,117,iau
10,left,u,g,voiced,9,left,1,1.269412041,117,iau
7,left,u,g,voiced,11,left,1,0.999689102,117,iau
6,left,u,g,voiced,12,left,1,0.932596922,117,iau
1,left,u,d,voiced,16,right,0,1.050107956,117,iau
1,left,u,g,voiced,18,right,0,1.030704975,117,iau
4,left,u,g,voiced,19,right,0,1.047522068,117,iau
3,left,u,d,voiced,20,right,0,0.999043941,117,iau
5,left,u,d,voiced,22,right,0,0.98230505,117,iau
4,left,u,d,voiced,25,right,0,1.067275047,117,iau
6,left,u,d,voiced,27,right,0,1.388214111,117,iau
10,left,u,d,voiced,31,left,1,1.250163078,117,iau
5,left,u,g,voiced,33,left,1,1.287281036,117,iau
9,left,u,d,voiced,34,left,1,4.477760077,117,iau
7,left,u,d,voiced,36,left,1,1.337888002,117,iau
9,left,u,g,voiced,39,left,1,1.151854992,117,iau
10,left,i,g,voiced,0,left,1,0.999432087,118,iua
4,left,i,g,voiced,2,left,1,0.780699015,118,iua
9,left,i,g,voiced,4,left,1,0.865178823,118,iua
9,left,i,d,voiced,5,left,1,1.607959986,118,iua
3,left,i,g,voiced,6,right,0,0.931097984,118,iua
6,left,i,g,voiced,7,left,1,0.864501953,118,iua
8,left,i,g,voiced,8,left,1,0.848473072,118,iua
1,left,i,g,voiced,12,left,1,1.03349185,118,iua
6,left,i,d,voiced,14,left,1,0.865135908,118,iua
4,left,i,d,voiced,16,left,1,0.780674219,118,iua
2,left,i,d,voiced,18,right,0,0.898266792,118,iua
7,left,i,d,voiced,23,left,1,0.965427876,118,iua
3,left,i,d,voiced,24,right,0,0.948716879,118,iua
5,left,i,g,voiced,25,right,0,1.284025908,118,iua
10,left,i,d,voiced,26,left,1,0.83079505,118,iua
5,left,i,d,voiced,28,right,0,1.03399682,118,iua
2,left,i,g,voiced,29,left,1,1.405601978,118,iua
1,left,i,d,voiced,31,right,0,0.915972948,118,iua
7,left,i,g,voiced,32,left,1,1.168685913,118,iua
8,left,i,d,voiced,35,left,1,1.186177015,118,iua
7,left,u,d,voiced,4,left,1,1.131631136,118,iua
6,left,u,g,voiced,8,right,0,0.847631931,118,iua
6,left,u,d,voiced,9,left,1,1.167837143,118,iua
5,left,u,g,voiced,10,left,1,2.536499023,118,iua
3,left,u,g,voiced,12,right,0,0.848143101,118,iua
9,left,u,d,voiced,13,left,1,0.864596128,118,iua
8,left,u,d,voiced,14,left,1,0.712617874,118,iua
3,left,u,d,voiced,18,right,0,1.995836973,118,iua
5,left,u,d,voiced,19,right,0,0.948362112,118,iua
2,left,u,d,voiced,20,right,0,0.844942093,118,iua
1,left,u,g,voiced,22,right,0,0.915076017,118,iua
2,left,u,g,voiced,23,right,0,1.016074896,118,iua
7,left,u,g,voiced,26,left,1,0.915844202,118,iua
8,left,u,g,voiced,28,left,1,0.898477077,118,iua
1,left,u,d,voiced,29,right,0,0.96645999,118,iua
9,left,u,g,voiced,31,left,1,0.912228107,118,iua
4,left,u,g,voiced,33,left,1,1.286520004,118,iua
10,left,u,d,voiced,34,left,1,0.476276159,118,iua
10,left,u,g,voiced,36,left,1,0.99909997,118,iua
4,left,u,d,voiced,37,right,0,0.949769974,118,iua
5,left,a,g,voiced,0,right,0,2.502897978,118,iua
7,left,a,d,voiced,2,right,0,1.355678797,118,iua
8,left,a,g,voiced,5,left,1,1.186146975,118,iua
9,left,a,d,voiced,6,left,1,1.387850046,118,iua
10,left,a,g,voiced,8,left,1,1.101577997,118,iua
4,left,a,d,voiced,9,right,0,0.965700865,118,iua
6,left,a,d,voiced,10,right,0,0.949149132,118,iua
5,left,a,d,voiced,12,right,0,1.89420104,118,iua
1,left,a,d,voiced,16,right,0,2.350931883,118,iua
1,left,a,g,voiced,17,right,0,1.03389883,118,iua
10,left,a,d,voiced,18,left,1,1.303634882,118,iua
3,left,a,g,voiced,20,right,0,0.796938896,118,iua
9,left,a,g,voiced,21,left,1,1.657873154,118,iua
4,left,a,g,voiced,29,right,0,0.912356853,118,iua
7,left,a,g,voiced,30,right,0,1.793433905,118,iua
8,left,a,d,voiced,31,left,1,0.848740101,118,iua
2,left,a,d,voiced,32,right,0,0.946120024,118,iua
3,left,a,d,voiced,34,right,0,0.881019115,118,iua
2,left,a,g,voiced,38,right,0,0.729098082,118,iua
6,left,a,g,voiced,39,right,0,1.05013299,118,iua
1,right,u,d,voiced,0,left,0,21.73042417,120,uia
9,right,u,g,voiced,2,right,1,2.181257963,120,uia
6,right,u,d,voiced,3,left,0,1.52331996,120,uia
8,right,u,g,voiced,4,left,0,1.896266937,120,uia
9,right,u,d,voiced,6,right,1,1.286181211,120,uia
2,right,u,d,voiced,7,left,0,1.743040085,120,uia
2,right,u,g,voiced,10,left,0,2.130241871,120,uia
5,right,u,g,voiced,12,right,1,1.741621971,120,uia
4,right,u,d,voiced,15,left,0,2.333447933,120,uia
5,right,u,d,voiced,17,left,0,1.995112896,120,uia
3,right,u,g,voiced,18,left,0,2.585688114,120,uia
8,right,u,d,voiced,28,right,1,1.303862095,120,uia
10,right,u,d,voiced,29,right,1,1.79518795,120,uia
4,right,u,g,voiced,31,left,0,2.672389984,120,uia
1,right,u,g,voiced,33,left,0,2.266009092,120,uia
10,right,u,g,voiced,35,right,1,1.861278057,120,uia
7,right,u,d,voiced,36,right,1,2.063218117,120,uia
7,right,u,g,voiced,37,right,1,2.654406071,120,uia
6,right,u,g,voiced,38,right,1,1.726361036,120,uia
3,right,u,d,voiced,39,left,0,1.016662121,120,uia
10,right,i,d,voiced,2,right,1,2.046509027,120,uia
4,right,i,d,voiced,3,left,0,1.52334094,120,uia
2,right,i,g,voiced,4,left,0,1.874743938,120,uia
1,right,i,g,voiced,5,left,0,1.658128977,120,uia
10,right,i,g,voiced,8,right,1,1.557440996,120,uia
8,right,i,g,voiced,10,right,1,1.522623062,120,uia
1,right,i,d,voiced,11,left,0,1.505558014,120,uia
8,right,i,d,voiced,15,right,1,1.437568903,120,uia
6,right,i,d,voiced,16,right,1,1.658764124,120,uia
3,right,i,d,voiced,19,left,0,1.556111097,120,uia
9,right,i,d,voiced,21,right,1,1.151375055,120,uia
5,right,i,g,voiced,26,left,0,1.673872948,120,uia
4,right,i,g,voiced,29,right,1,1.150936842,120,uia
9,right,i,g,voiced,30,right,1,1.148982048,120,uia
7,right,i,d,voiced,31,right,1,1.404961109,120,uia
5,right,i,d,voiced,33,right,1,1.20164299,120,uia
3,right,i,g,voiced,35,right,1,1.840893984,120,uia
7,right,i,g,voiced,36,left,0,2.856846094,120,uia
2,right,i,d,voiced,37,left,0,1.688924074,120,uia
6,right,i,g,voiced,39,left,0,1.690647841,120,uia
3,right,a,d,voiced,0,left,0,2.988967896,120,uia
6,right,a,g,voiced,3,right,1,3.194552898,120,uia
9,right,a,g,voiced,4,right,1,2.180388927,120,uia
1,right,a,g,voiced,7,left,0,2.249882936,120,uia
5,right,a,g,voiced,8,left,0,1.859249115,120,uia
3,right,a,g,voiced,10,left,0,1.942425966,120,uia
1,right,a,d,voiced,11,left,0,2.702226877,120,uia
7,right,a,d,voiced,14,left,0,1.488755941,120,uia
6,right,a,d,voiced,16,right,1,1.202667952,120,uia
8,right,a,d,voiced,17,right,1,0.999734879,120,uia
8,right,a,g,voiced,20,right,1,1.151872873,120,uia
4,right,a,g,voiced,22,right,1,1.355015039,120,uia
5,right,a,d,voiced,27,right,1,1.894106865,120,uia
10,right,a,g,voiced,28,right,1,2.874096155,120,uia
2,right,a,g,voiced,29,right,1,1.945024967,120,uia
10,right,a,d,voiced,30,right,1,2.518776894,120,uia
7,right,a,g,voiced,34,left,0,1.016180992,120,uia
2,right,a,d,voiced,37,left,0,2.400315046,120,uia
9,right,a,d,voiced,38,right,1,1.354892969,120,uia
4,right,a,d,voiced,39,left,0,1.098137856,120,uia
3,right,a,d,voiced,2,left,0,1.911798,128,aiu
9,right,a,g,voiced,4,right,1,1.287343025,128,aiu
4,right,a,d,voiced,5,left,0,1.135211945,128,aiu
2,right,a,g,voiced,8,left,0,1.270473003,128,aiu
2,right,a,d,voiced,11,left,0,1.09837389,128,aiu
5,right,a,g,voiced,14,right,1,1.418766022,128,aiu
3,right,a,g,voiced,17,left,0,1.438277006,128,aiu
6,right,a,g,voiced,18,left,0,1.152990103,128,aiu
6,right,a,d,voiced,19,right,1,1.148752928,128,aiu
9,right,a,d,voiced,20,left,0,1.65545702,128,aiu
8,right,a,g,voiced,23,right,1,1.202737093,128,aiu
10,right,a,d,voiced,25,right,1,0.864561081,128,aiu
7,right,a,d,voiced,28,left,0,2.199774981,128,aiu
1,right,a,g,voiced,30,left,0,1.809662104,128,aiu
5,right,a,d,voiced,33,right,1,2.080001831,128,aiu
8,right,a,d,voiced,34,right,1,1.844435215,128,aiu
4,right,a,g,voiced,35,left,0,1.320489883,128,aiu
10,right,a,g,voiced,36,left,0,1.741816044,128,aiu
7,right,a,g,voiced,38,left,0,1.388571978,128,aiu
1,right,a,d,voiced,39,left,0,1.269676209,128,aiu
3,right,i,d,voiced,0,left,0,2.533348084,128,aiu
8,right,i,g,voiced,1,left,0,2.621086836,128,aiu
1,right,i,g,voiced,2,left,0,1.300813913,128,aiu
2,right,i,d,voiced,4,left,0,1.250198841,128,aiu
5,right,i,g,voiced,6,right,1,1.404240131,128,aiu
1,right,i,d,voiced,7,left,0,1.286243916,128,aiu
6,right,i,d,voiced,8,left,0,1.809503078,128,aiu
7,right,i,d,voiced,18,right,1,1.371645927,128,aiu
9,right,i,g,voiced,23,right,1,1.049528122,128,aiu
7,right,i,g,voiced,24,right,1,1.27033186,128,aiu
8,right,i,d,voiced,25,right,1,1.452553988,128,aiu
10,right,i,g,voiced,29,right,1,1.067240953,128,aiu
9,right,i,d,voiced,30,right,1,1.050879955,128,aiu
2,right,i,g,voiced,31,left,0,1.252955198,128,aiu
4,right,i,g,voiced,33,right,1,1.067903996,128,aiu
6,right,i,g,voiced,35,left,0,1.64134407,128,aiu
10,right,i,d,voiced,36,right,1,1.134812832,128,aiu
5,right,i,d,voiced,37,left,0,1.303126812,128,aiu
4,right,i,d,voiced,38,left,0,1.270541906,128,aiu
3,right,i,g,voiced,39,left,0,1.739715815,128,aiu
10,right,u,g,voiced,0,right,1,2.097607136,128,aiu
1,right,u,g,voiced,2,left,0,1.21617794,128,aiu
3,right,u,d,voiced,3,left,0,3.88663578,128,aiu
4,right,u,d,voiced,4,left,0,1.995896816,128,aiu
8,right,u,d,voiced,6,right,1,1.371816158,128,aiu
5,right,u,d,voiced,9,left,0,1.285665035,128,aiu
1,right,u,d,voiced,10,left,0,1.017149925,128,aiu
6,right,u,g,voiced,11,right,1,0.866418123,128,aiu
9,right,u,d,voiced,12,right,1,1.203340054,128,aiu
8,right,u,g,voiced,13,right,1,1.40218401,128,aiu
2,right,u,d,voiced,14,left,0,1.199498177,128,aiu
4,right,u,g,voiced,15,left,0,1.334888935,128,aiu
9,right,u,g,voiced,20,right,1,1.016738892,128,aiu
7,right,u,d,voiced,22,left,0,1.300653934,128,aiu
3,right,u,g,voiced,23,left,0,1.030610085,128,aiu
2,right,u,g,voiced,25,left,0,2.468369961,128,aiu
5,right,u,g,voiced,28,right,1,1.033406019,128,aiu
10,right,u,d,voiced,29,right,1,1.236800909,128,aiu
6,right,u,d,voiced,30,left,0,1.283858061,128,aiu
7,right,u,g,voiced,32,left,0,3.464930058,128,aiu
2,right,a,g,voiced,2,left,0,2.654247046,122,aui
9,right,a,g,voiced,6,right,1,2.231585026,122,aui
1,right,a,d,voiced,7,left,0,2.317167997,122,aui
10,right,a,d,voiced,8,right,1,4.816119909,122,aui
9,right,a,d,voiced,9,right,1,3.345319033,122,aui
4,right,a,d,voiced,10,left,0,4.325970888,122,aui
1,right,a,g,voiced,13,left,0,2.587351084,122,aui
6,right,a,g,voiced,14,right,1,2.31389904,122,aui
3,right,a,d,voiced,16,left,0,1.776751041,122,aui
2,right,a,d,voiced,17,left,0,1.70866394,122,aui
7,right,a,g,voiced,19,right,1,2.653645039,122,aui
5,right,a,g,voiced,20,right,1,2.499619961,122,aui
4,right,a,g,voiced,22,left,0,2.40104413,122,aui
8,right,a,d,voiced,26,right,1,2.060717106,122,aui
10,right,a,g,voiced,30,right,1,1.909030914,122,aui
7,right,a,d,voiced,32,right,1,1.775328159,122,aui
6,right,a,d,voiced,35,right,1,1.959486008,122,aui
8,right,a,g,voiced,36,right,1,2.567080021,122,aui
3,right,a,g,voiced,37,left,0,3.043251991,122,aui
5,right,a,d,voiced,39,right,1,1.945651054,122,aui
4,right,u,d,voiced,0,right,1,4.241050005,122,aui
9,right,u,d,voiced,1,right,1,2.080821991,122,aui
6,right,u,d,voiced,2,left,0,1.522772074,122,aui
8,right,u,g,voiced,3,right,1,1.691818953,122,aui
10,right,u,g,voiced,4,right,1,1.793184996,122,aui
1,right,u,d,voiced,8,left,0,2.873790026,122,aui
7,right,u,g,voiced,9,right,1,2.941467047,122,aui
2,right,u,g,voiced,11,left,0,2.096639156,122,aui
3,right,u,d,voiced,13,left,0,1.624943972,122,aui
4,right,u,g,voiced,14,left,0,3.328303099,122,aui
3,right,u,g,voiced,17,left,0,1.556921005,122,aui
10,right,u,d,voiced,22,right,1,3.903811932,122,aui
2,right,u,d,voiced,23,left,0,1.134381771,122,aui
7,right,u,d,voiced,24,left,0,2.33415103,122,aui
5,right,u,g,voiced,27,left,0,3.465289116,122,aui
6,right,u,g,voiced,28,right,1,2.587332964,122,aui
1,right,u,g,voiced,30,left,0,1.371686935,122,aui
5,right,u,d,voiced,34,right,1,2.182048082,122,aui
9,right,u,g,voiced,35,right,1,1.894356966,122,aui
8,right,u,d,voiced,39,right,1,1.961838961,122,aui
6,right,i,d,voiced,0,left,0,2.600603104,122,aui
4,right,i,g,voiced,3,left,0,3.039849997,122,aui
5,right,i,d,voiced,4,right,1,2.26650095,122,aui
9,right,i,g,voiced,7,right,1,1.858062983,122,aui
10,right,i,g,voiced,11,right,1,2.080479145,122,aui
4,right,i,d,voiced,14,left,0,4.290857077,122,aui
3,right,i,d,voiced,15,left,0,1.978559971,122,aui
9,right,i,d,voiced,16,right,1,1.590129137,122,aui
1,right,i,g,voiced,18,left,0,2.536642075,122,aui
2,right,i,g,voiced,19,left,0,2.721806049,122,aui
7,right,i,d,voiced,22,right,1,2.333197117,122,aui
8,right,i,d,voiced,23,right,1,7.092220068,122,aui
10,right,i,d,voiced,24,right,1,1.993098974,122,aui
6,right,i,g,voiced,26,right,1,2.350300074,122,aui
5,right,i,g,voiced,27,left,0,4.410175085,122,aui
2,right,i,d,voiced,30,left,0,3.51543498,122,aui
7,right,i,g,voiced,32,right,1,1.336972952,122,aui
3,right,i,g,voiced,34,left,0,2.688657045,122,aui
8,right,i,g,voiced,35,right,1,1.269346952,122,aui
1,right,i,d,voiced,38,left,0,1.506546974,122,aui
3,right,i,d,voiced,0,left,0,3.550325871,123,iau
1,right,i,g,voiced,1,left,0,1.505757093,123,iau
6,right,i,g,voiced,2,right,1,1.84343195,123,iau
9,right,i,g,voiced,3,right,1,1.573621035,123,iau
7,right,i,g,voiced,5,left,0,1.608052969,123,iau
10,right,i,d,voiced,7,right,1,1.30347991,123,iau
9,right,i,d,voiced,9,right,1,1.523382902,123,iau
7,right,i,d,voiced,10,right,1,2.114104033,123,iau
6,right,i,d,voiced,11,right,1,1.607748032,123,iau
8,right,i,g,voiced,12,left,0,3.532971144,123,iau
8,right,i,d,voiced,17,right,1,1.320681095,123,iau
5,right,i,d,voiced,25,left,0,1.674407959,123,iau
10,right,i,g,voiced,26,right,1,1.472856045,123,iau
3,right,i,g,voiced,28,left,0,1.422262192,123,iau
4,right,i,g,voiced,29,left,0,1.473043919,123,iau
1,right,i,d,voiced,34,left,0,1.28719902,123,iau
2,right,i,d,voiced,35,left,0,1.370764017,123,iau
5,right,i,g,voiced,36,left,0,2.53344202,123,iau
4,right,i,d,voiced,37,left,0,1.48880887,123,iau
2,right,i,g,voiced,38,left,0,1.824252844,123,iau
9,right,a,g,voiced,3,right,1,1.455343962,123,iau
3,right,a,d,voiced,5,left,0,1.233594894,123,iau
7,right,a,d,voiced,6,left,0,1.574422121,123,iau
1,right,a,d,voiced,13,left,0,1.488743067,123,iau
2,right,a,g,voiced,14,left,0,1.65747714,123,iau
8,right,a,g,voiced,16,left,0,1.438510895,123,iau
10,right,a,g,voiced,18,left,0,1.891793013,123,iau
3,right,a,g,voiced,21,left,0,1.94503808,123,iau
6,right,a,g,voiced,24,right,1,1.320576191,123,iau
5,right,a,g,voiced,25,right,1,1.556562185,123,iau
6,right,a,d,voiced,26,right,1,2.062819958,123,iau
2,right,a,d,voiced,28,right,1,1.979989052,123,iau
9,right,a,d,voiced,29,right,1,1.793781042,123,iau
7,right,a,g,voiced,30,left,0,1.115089178,123,iau
4,right,a,g,voiced,32,left,0,1.54062891,123,iau
10,right,a,d,voiced,33,right,1,1.165674925,123,iau
4,right,a,d,voiced,36,left,0,1.573525906,123,iau
5,right,a,d,voiced,37,left,0,1.928874016,123,iau
1,right,a,g,voiced,38,left,0,1.758935928,123,iau
8,right,a,d,voiced,39,right,1,1.114894867,123,iau
4,right,u,d,voiced,1,left,0,1.557405949,123,iau
7,right,u,g,voiced,2,right,1,1.438244104,123,iau
8,right,u,g,voiced,5,right,1,1.285457134,123,iau
8,right,u,d,voiced,6,right,1,1.351519823,123,iau
5,right,u,g,voiced,7,right,1,1.455388069,123,iau
10,right,u,d,voiced,9,right,1,1.826534987,123,iau
6,right,u,d,voiced,14,left,0,1.286128998,123,iau
4,right,u,g,voiced,16,left,0,1.590857029,123,iau
1,right,u,d,voiced,17,left,0,1.587583065,123,iau
6,right,u,g,voiced,19,left,0,1.455468893,123,iau
9,right,u,g,voiced,20,left,0,1.874821901,123,iau
3,right,u,d,voiced,21,left,0,1.48873806,123,iau
2,right,u,g,voiced,24,left,0,2.080181122,123,iau
9,right,u,d,voiced,26,left,0,1.421943188,123,iau
7,right,u,d,voiced,28,left,0,1.455914974,123,iau
3,right,u,g,voiced,29,left,0,1.353946924,123,iau
2,right,u,d,voiced,33,left,0,2.094451904,123,iau
10,right,u,g,voiced,34,right,1,1.303674936,123,iau
5,right,u,d,voiced,36,left,0,1.556513071,123,iau
1,right,u,g,voiced,37,left,0,1.489746094,123,iau
9,right,i,d,voiced,1,right,1,1.556806803,124,iua
6,right,i,d,voiced,4,right,1,0.864489794,124,iua
3,right,i,g,voiced,8,right,1,2.130304098,124,iua
8,right,i,d,voiced,10,left,0,0.932514906,124,iua
7,right,i,d,voiced,13,right,1,0.779594898,124,iua
2,right,i,d,voiced,14,right,1,1.117058992,124,iua
5,right,i,g,voiced,15,left,0,1.506641865,124,iua
4,right,i,g,voiced,16,right,1,1.708665848,124,iua
10,right,i,d,voiced,17,right,1,1.098383904,124,iua
9,right,i,g,voiced,18,right,1,0.912321091,124,iua
7,right,i,g,voiced,21,right,1,0.965851068,124,iua
6,right,i,g,voiced,22,right,1,2.045737028,124,iua
1,right,i,g,voiced,23,left,0,1.421546936,124,iua
4,right,i,d,voiced,25,right,1,1.216193914,124,iua
2,right,i,g,voiced,30,left,0,1.148725986,124,iua
5,right,i,d,voiced,32,left,0,1.978091002,124,iua
10,right,i,g,voiced,33,right,1,0.878526926,124,iua
3,right,i,d,voiced,34,left,0,1.101022005,124,iua
1,right,i,d,voiced,36,left,0,1.101758003,124,iua
8,right,i,g,voiced,37,right,1,2.638106108,124,iua
3,right,u,g,voiced,0,left,0,1.570927143,124,iua
1,right,u,d,voiced,4,left,0,1.066433191,124,iua
10,right,u,d,voiced,5,right,1,1.27059412,124,iua
1,right,u,g,voiced,6,left,0,0.898978949,124,iua
9,right,u,g,voiced,8,right,1,1.726294994,124,iua
10,right,u,g,voiced,9,right,1,0.999063015,124,iua
2,right,u,g,voiced,10,left,0,1.351580143,124,iua
2,right,u,d,voiced,11,left,0,1.912062168,124,iua
7,right,u,d,voiced,15,right,1,1.978647947,124,iua
5,right,u,g,voiced,19,right,1,0.831480026,124,iua
3,right,u,d,voiced,20,right,1,1.368253946,124,iua
8,right,u,d,voiced,22,right,1,1.067821026,124,iua
9,right,u,d,voiced,23,right,1,0.898917913,124,iua
5,right,u,d,voiced,25,right,1,1.506688833,124,iua
6,right,u,d,voiced,26,right,1,1.202772141,124,iua
4,right,u,d,voiced,27,right,1,1.269776106,124,iua
7,right,u,g,voiced,30,right,1,1.050168037,124,iua
6,right,u,g,voiced,31,right,1,0.897677898,124,iua
8,right,u,g,voiced,36,right,1,0.796718121,124,iua
4,right,u,g,voiced,37,right,1,0.949877977,124,iua
9,right,a,g,voiced,0,left,0,0.949656963,124,iua
9,right,a,d,voiced,1,right,1,0.948505878,124,iua
8,right,a,g,voiced,2,right,1,1.489732981,124,iua
2,right,a,d,voiced,5,left,0,0.931596994,124,iua
7,right,a,d,voiced,8,right,1,1.098255873,124,iua
5,right,a,d,voiced,9,right,1,1.152411222,124,iua
5,right,a,g,voiced,10,right,1,0.983235121,124,iua
1,right,a,g,voiced,14,left,0,0.813691139,124,iua
