durationstep,LongKey,vowel,SpecificOrigCoda,OrigCoda,trial,response,Longresps,responsetime,participant,order
6,right,u,t,voiceless,32,left,0,1.59070611,123,iau
4,right,u,t,voiceless,35,left,0,1.438406944,123,iau
5,right,u,t,voiceless,38,left,0,1.743188858,123,iau
8,right,u,k,voiceless,39,left,0,1.86123991,123,iau
4,right,i,t,voiceless,0,left,0,5.575319052,124,iua
1,right,i,t,voiceless,2,left,0,0.793905973,124,iua
7,right,i,t,voiceless,3,left,0,1.623980999,124,iua
8,right,i,t,voiceless,5,left,0,1.201781988,124,iua
6,right,i,k,voiceless,6,right,1,1.675190926,124,iua
9,right,i,t,voiceless,7,right,1,1.253539085,124,iua
10,right,i,k,voiceless,9,right,1,1.016322136,124,iua
10,right,i,t,voiceless,11,left,0,1.034212112,124,iua
3,right,i,t,voiceless,12,left,0,0.915732861,124,iua
2,right,i,k,voiceless,19,left,0,1.084640026,124,iua
1,right,i,k,voiceless,20,left,0,0.82771492,124,iua
3,right,i,k,voiceless,24,right,1,0.81426692,124,iua
8,right,i,k,voiceless,26,right,1,2.164793015,124,iua
7,right,i,k,voiceless,27,right,1,0.982307911,124,iua
2,right,i,t,voiceless,28,left,0,0.84763813,124,iua
9,right,i,k,voiceless,29,right,1,0.81377387,124,iua
4,right,i,k,voiceless,31,right,1,1.050843954,124,iua
6,right,i,t,voiceless,35,right,1,1.574249029,124,iua
5,right,i,k,voiceless,38,right,1,0.962831974,124,iua
5,right,i,t,voiceless,39,left,0,1.269673109,124,iua
7,right,u,k,voiceless,1,left,0,1.134948969,124,iua
3,right,u,k,voiceless,2,left,0,0.964952946,124,iua
6,right,u,t,voiceless,3,right,1,0.89791584,124,iua
9,right,u,t,voiceless,7,right,1,0.915925026,124,iua
5,right,u,t,voiceless,12,left,0,1.219686985,124,iua
8,right,u,k,voiceless,13,left,0,1.910763025,124,iua
2,right,u,k,voiceless,14,left,0,1.184875965,124,iua
4,right,u,t,voiceless,16,left,0,0.949367046,124,iua
1,right,u,k,voiceless,17,left,0,0.946206093,124,iua
3,right,u,t,voiceless,18,right,1,2.012870073,124,iua
2,right,u,t,voiceless,21,left,0,1.16801095,124,iua
5,right,u,k,voiceless,24,right,1,1.319968939,124,iua
10,right,u,k,voiceless,28,left,0,1.253422976,124,iua
6,right,u,k,voiceless,29,right,1,1.5063169,124,iua
9,right,u,k,voiceless,32,right,1,1.135348082,124,iua
8,right,u,t,voiceless,33,right,1,1.100878,124,iua
4,right,u,k,voiceless,34,left,0,1.691890955,124,iua
1,right,u,t,voiceless,35,left,0,0.847521067,124,iua
7,right,u,t,voiceless,38,right,1,0.915707111,124,iua
10,right,u,t,voiceless,39,right,1,2.060657024,124,iua
4,right,a,t,voiceless,3,left,0,1.066735983,124,iua
10,right,a,k,voiceless,4,right,1,0.814275026,124,iua
1,right,a,k,voiceless,6,left,0,0.881176949,124,iua
5,right,a,t,voiceless,7,right,1,0.763487101,124,iua
2,right,a,t,voiceless,11,left,0,0.949583054,124,iua
2,right,a,k,voiceless,12,left,0,0.847415924,124,iua
7,right,a,k,voiceless,13,left,0,1.388370991,124,iua
7,right,a,t,voiceless,15,right,1,2.587356091,124,iua
1,right,a,t,voiceless,16,right,1,1.152258873,124,iua
9,right,a,k,voiceless,17,left,0,0.915376902,124,iua
6,right,a,k,voiceless,18,right,1,1.405167818,124,iua
3,right,a,k,voiceless,20,left,0,1.304019213,124,iua
8,right,a,t,voiceless,24,left,0,2.21579504,124,iua
3,right,a,t,voiceless,26,left,0,1.489081144,124,iua
10,right,a,t,voiceless,30,right,1,0.797199011,124,iua
8,right,a,k,voiceless,32,right,1,1.135313988,124,iua
6,right,a,t,voiceless,33,left,0,1.202862024,124,iua
4,right,a,k,voiceless,36,left,0,0.966464996,124,iua
9,right,a,t,voiceless,37,right,1,1.033437967,124,iua
5,right,a,k,voiceless,38,left,0,1.300724983,124,iua
2,right,u,k,voiceless,1,left,0,3.835901022,125,uai
2,right,u,t,voiceless,3,left,0,1.523679018,125,uai
3,right,u,t,voiceless,6,left,0,1.405307055,125,uai
6,right,u,k,voiceless,7,right,1,1.050235987,125,uai
7,right,u,t,voiceless,8,right,1,3.649940014,125,uai
1,right,u,k,voiceless,9,left,0,1.16824007,125,uai
9,right,u,k,voiceless,11,right,1,1.570926189,125,uai
8,right,u,k,voiceless,13,left,0,1.469532013,125,uai
10,right,u,t,voiceless,15,right,1,1.167755842,125,uai
9,right,u,t,voiceless,16,right,1,1.219589949,125,uai
3,right,u,k,voiceless,18,left,0,1.066824913,125,uai
4,right,u,k,voiceless,21,left,0,1.185639143,125,uai
6,right,u,t,voiceless,24,right,1,1.269704103,125,uai
5,right,u,k,voiceless,25,left,0,0.881979942,125,uai
8,right,u,t,voiceless,28,right,1,0.915066004,125,uai
7,right,u,k,voiceless,31,left,0,1.20281291,125,uai
5,right,u,t,voiceless,32,left,0,1.942631006,125,uai
1,right,u,t,voiceless,33,left,0,1.135462999,125,uai
4,right,u,t,voiceless,36,left,0,2.131379843,125,uai
10,right,u,k,voiceless,38,left,0,4.426482916,125,uai
7,right,a,k,voiceless,0,left,0,1.776810884,125,uai
4,right,a,k,voiceless,2,left,0,0.878744841,125,uai
9,right,a,k,voiceless,3,left,0,0.952692986,125,uai
2,right,a,k,voiceless,5,left,0,0.777471066,125,uai
1,right,a,t,voiceless,6,left,0,1.016290903,125,uai
5,right,a,t,voiceless,7,left,0,0.946305037,125,uai
8,right,a,k,voiceless,11,right,1,1.338355064,125,uai
6,right,a,t,voiceless,13,right,1,1.118957043,125,uai
4,right,a,t,voiceless,15,left,0,1.084309816,125,uai
3,right,a,k,voiceless,16,left,0,0.780613184,125,uai
7,right,a,t,voiceless,19,left,0,1.370790005,125,uai
1,right,a,k,voiceless,23,left,0,0.882333994,125,uai
5,right,a,k,voiceless,25,left,0,0.897837162,125,uai
8,right,a,t,voiceless,27,right,1,1.202807188,125,uai
9,right,a,t,voiceless,30,right,1,1.11797595,125,uai
6,right,a,k,voiceless,32,left,0,0.965481997,125,uai
2,right,a,t,voiceless,33,left,0,0.884909153,125,uai
3,right,a,t,voiceless,35,left,0,0.948778152,125,uai
10,right,a,t,voiceless,36,right,1,0.932027102,125,uai
10,right,a,k,voiceless,38,right,1,1.101417065,125,uai
7,right,i,t,voiceless,1,right,1,1.098088026,125,uai
9,right,i,t,voiceless,3,right,1,1.269727945,125,uai
1,right,i,k,voiceless,8,left,0,1.286843061,125,uai
6,right,i,k,voiceless,9,left,0,1.030673027,125,uai
3,right,i,k,voiceless,10,left,0,1.100742102,125,uai
6,right,i,t,voiceless,11,right,1,0.881430864,125,uai
4,right,i,k,voiceless,12,left,0,0.830828905,125,uai
10,right,i,k,voiceless,13,left,0,1.101028919,125,uai
7,right,i,k,voiceless,19,left,0,4.377232075,125,uai
8,right,i,t,voiceless,20,right,1,3.532423019,125,uai
5,right,i,t,voiceless,21,left,0,1.472285032,125,uai
10,right,i,t,voiceless,25,right,1,1.43926096,125,uai
9,right,i,k,voiceless,27,right,1,1.672183037,125,uai
3,right,i,t,voiceless,28,left,0,0.89886713,125,uai
2,right,i,t,voiceless,32,left,0,0.91467309,125,uai
4,right,i,t,voiceless,34,left,0,0.965679169,125,uai
5,right,i,k,voiceless,35,left,0,3.444749832,125,uai
8,right,i,k,voiceless,36,right,1,0.813446999,125,uai
1,right,i,t,voiceless,38,left,0,1.083811998,125,uai
2,right,i,k,voiceless,39,left,0,1.100481033,125,uai
